"ID","year","ndvi","mean_3x3","sd_3x3"
"22083036","2017",0.62657755613327,0.610548675060272,0.0312042372438954
"22083037","2017",0.620337784290314,0.622359395027161,0.00374085678399002
"22083039","2017",0.65453052520752,0.653383553028107,0.00701757032443711
"22084035","2017",0.615232884883881,0.621014489067925,0.00597796145112673
"22084036","2017",0.585086047649384,0.593984014458127,0.0178416269307795
"22084037","2017",0.681838512420654,0.68341671095954,0.00883185902940489
"22084039","2017",0.576866865158081,0.596404519346025,0.0208730526581955
"22085035","2017",0.642157196998596,0.646537264188131,0.0130540890437421
"22085037","2017",0.656894683837891,0.659451027711233,0.00246194887997942
"22085039","2017",0.543258011341095,0.553966634803348,0.0202222282087307
"22086034","2017",0.604516267776489,0.613583326339722,0.00708249314977201
"22086037","2017",0.691725790500641,0.696907030211555,0.00699053702232646
"22087032","2017",0.617499053478241,0.618140478928884,0.00900247193514928
"22087036","2017",0.653305172920227,0.655690219667223,0.00637243087782717
"22088029","2017",0.623076915740967,0.638405217064752,0.0122520735598356
"22088032","2017",0.651536107063293,0.645727508597904,0.00858424592983003
"22088033","2017",0.658908784389496,0.658884333239661,0.00986693086308656
"22088034","2017",0.648351669311523,0.643783046139611,0.00825358982500322
"22088039","2017",0.679584741592407,0.67673397064209,0.00633498762256007
"22089033","2017",0.630704402923584,0.634316715929243,0.00903959845908279
"22089037","2017",0.70198655128479,0.706609480910831,0.00615456240910513
"22089039","2017",0.654673993587494,0.659222238593631,0.0198222750258525
"22090030","2017",0.634815871715546,0.6311480667856,0.00757546263942042
"22090033","2017",0.611329317092896,0.610839068889618,0.0143607300802433
"22090035","2017",0.677990019321442,0.673602574401432,0.0161345190905234
"22090037","2017",0.712014853954315,0.716997994316949,0.00821590910902716
"22090038","2017",0.70993959903717,0.710483491420746,0.00516577658577999
"22090042","2017",0.632162153720856,0.611275109979841,0.0251960311744156
"22091034","2017",0.660624325275421,0.662758853700426,0.0101418492024237
"22091035","2017",0.691929221153259,0.67457420958413,0.0256358139191002
"22091039","2017",0.71446281671524,0.714893725183275,0.00890255865092829
"22091040","2017",0.678643345832825,0.681896322303348,0.026857248469593
"22091043","2017",0.641979992389679,0.6373181409306,0.0134375650648245
"22092032","2017",0.698555767536163,0.699619240230984,0.0133613230460717
"22092033","2017",0.691445827484131,0.692752844757504,0.00550929039080022
"22092035","2017",0.7408686876297,0.73237360186047,0.00673242771647099
"22092036","2017",0.675630331039429,0.686881389882829,0.0150569776285293
"22092040","2017",0.68725448846817,0.686730013953315,0.00426107220638171
"22093033","2017",0.696232497692108,0.692299558056725,0.00525828009422085
"22093037","2017",0.685453116893768,0.692825476328532,0.0228067423489276
"22093042","2017",0.650809228420258,0.653592970636156,0.0136138656382641
"22093043","2017",0.603379786014557,0.574971546729406,0.0637734744735039
"22094041","2017",0.64294022321701,0.647550013330248,0.0189638208071013
"22094042","2017",0.647071897983551,0.616212613052792,0.052052227747268
"22095040","2017",0.709993422031403,0.696037941508823,0.0358735066843339
"22097041","2017",0.689051270484924,0.688001228703393,0.0113770839207866
"22098040","2017",0.747882306575775,0.738059560457865,0.0146149892331572
"22098041","2017",0.743951082229614,0.740672085020277,0.00311839799378084
"22099041","2017",0.720318019390106,0.73048421409395,0.00875724974972472
"22099043","2017",0.710740864276886,0.70155922571818,0.0178721365355073
"22100041","2017",0.737200856208801,0.755874203311072,0.0182990929604309
"22100043","2017",0.697114765644073,0.698267923461066,0.0118638181610203
"22101041","2017",0.72441029548645,0.728588177098168,0.00901419842467978
"22102043","2017",0.762017965316772,0.762593309084574,0.0157429251521644
"22103043","2017",0.752523183822632,0.748883558644189,0.00645444456028914
"22083040","2018",0.592574775218964,0.596781134605408,0.0138302469618256
"22083041","2018",0.631553053855896,0.632069458564123,0.00689816931156989
"22083042","2018",0.658628344535828,0.647388329108556,0.0159874975011624
"22084029","2018",0.660639762878418,0.663422207037608,0.00715312192521705
"22084030","2018",0.670065879821777,0.663729793495602,0.0126091001954238
"22084031","2018",0.659007966518402,0.650387479199304,0.0203654226279939
"22084034","2018",0.628585457801819,0.630970411830478,0.00265606638853549
"22084041","2018",0.639334321022034,0.642657054795159,0.00728696095608453
"22085028","2018",0.672722041606903,0.671669476562076,0.00777670403255979
"22085033","2018",0.647750318050385,0.649527397420671,0.00857076559555346
"22085034","2018",0.661997377872467,0.659098698033227,0.00516374738468147
"22085041","2018",0.662921547889709,0.659432046943241,0.0064466694485855
"22085042","2018",0.640013873577118,0.635261058807373,0.00564213883786382
"22086032","2018",0.684190571308136,0.67799166838328,0.0168993036633823
"22087029","2018",0.679965496063232,0.684687972068787,0.0104870323649821
"22087030","2018",0.646353006362915,0.656720638275146,0.00835589106930367
"22087033","2018",0.682079672813416,0.675428469975789,0.014759092709504
"22087034","2018",0.692134380340576,0.691008223427667,0.00311600288684721
"22087039","2018",0.655404090881348,0.655303266313341,0.00429549482202449
"22088030","2018",0.661413967609406,0.653753035598331,0.00654334753930849
"22088036","2018",0.702628970146179,0.701617512438032,0.00257542950128571
"22088040","2018",0.675390362739563,0.678505049811469,0.00859498044187498
"22089029","2018",0.660972893238068,0.656387772825029,0.00822689451489692
"22089031","2018",0.66169798374176,0.667464713255564,0.0170469164889186
"22089035","2018",0.678076207637787,0.682156383991241,0.0042595235217762
"22089040","2018",0.685424029827118,0.679504381285773,0.00621382710457041
"22089041","2018",0.689607381820679,0.68742173910141,0.00675552145711856
"22091033","2018",0.656900227069855,0.664268559879727,0.00469975843744676
