ID,correlatio,group,REGION_OFC,SUBREG.x,PROVINCIA.,MEDIA_ALTU,SUMA_DAP_X,AREA_BASAL,VOL_M3_HA.,CANTIDAD_I,CANTIDAD_1,PORCENTAJE,PORCENTA_1,PORCENTA_2,PORCENTA_3,PORCENTA_4,MEDIA_ALT_,MEDIA_DAB_,CANTIDAD_T,CANTIDAD_2,REGENERACI,REGENERA_1,LONGITUD_G,LATITUD_GR,LONGITUD_I,LATITUD_IN,ALTITUD.x,PENDIENTE_,EXPOSICION,OTBN_CATEG,FECHA_UM_A,FECHA_UM_M,TIPO_PAISA,SALINIDAD_,INCENDIOS_,PASTOREO_P,GANADO_BOV,GANADO_OVI,GANADO_CAP,GANADO_EQU,GANADO_OTR,GANADO_O_1,EROSION_PR,EROSION_FI,EROSION_EO,EROSION_HI,PFNM_PRESE,PFNM_REGIS,PFNM_REG_1,PFNM_REG_2,PFNM_REG_3,PFNM_REG_4,FORMAS_HEL,FORMAS_CAC,FORMAS_EPI,FORMAS_BRI,FORMAS_LIA,FORMAS_ORQ,FORMAS_GRA,FORMAS_OTR,Ley_N1_06.,Ley_N2_06.,PRESENTA_I,REGION_O_1,SUBREG.y,PROVINCI_1,MEDIA_AL_1,SUMA_DAP_1,AREA_BAS_1,VOL_M3_H_1,CANTIDAD_3,CANTIDAD_4,PORCENTA_5,PORCENTA_6,PORCENTA_7,PORCENTA_8,PORCENTA_9,MEDIA_AL_2,MEDIA_DA_1,CANTIDAD_5,CANTIDAD_6,REGENERA_2,REGENERA_3,LONGITUD_1,LATITUD__1,LONGITUD_2,LATITUD__2,ALTITUD.y,PENDIENT_1,EXPOSICI_1,OTBN_CAT_1,FECHA_UM_1,FECHA_UM_2,TIPO_PAI_1,SALINIDA_1,INCENDIO_1,PASTOREO_1,GANADO_B_1,GANADO_O_2,GANADO_C_1,GANADO_E_1,GANADO_O_3,GANADO_O_4,EROSION__1,EROSION__2,EROSION__3,EROSION__4,PFNM_PRE_1,PFNM_REG_5,PFNM_REG_6,PFNM_REG_7,PFNM_REG_8,PFNM_REG_9,FORMAS_H_1,FORMAS_C_1,FORMAS_E_1,FORMAS_B_1,FORMAS_L_1,FORMAS_O_1,FORMAS_G_1,FORMAS_O_2,Ley_N1_0_1,Ley_N2_0_1,PRESENTA_1
22083036.000000000000000,0.257272510580827,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.737500000000000,6.079839343000000,14.221349690000000,48.322982910000000,28.000000000000000,338.600000000000023,0.000000000000000,"52.11267606",52.112676059999998,"60.56338028","2.816901408","24.66666667","22.33333333",3.000000000000000,30.000000000000000,1.000000000000000,200.000000000000000,-62.341909000000001,-25.027028000000001,-62.342055559999999,-25.026111109999999,"195",sin_pendiente,NA,II,2017.000000000000000,7.000000000000000,llano,ausencia,FALSE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","1","1","0","1","0","1",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.737500000000000,6.079839343000000,14.221349690000000,48.322982910000000,28.000000000000000,338.600000000000023,0.000000000000000,"52.11267606",52.112676059999998,"60.56338028","2.816901408","24.66666667","22.33333333",3.000000000000000,30.000000000000000,1.000000000000000,200.000000000000000,-62.341909000000001,-25.027028000000001,-62.342055559999999,-25.026111109999999,"195",sin_pendiente,NA,II,2017.000000000000000,7.000000000000000,llano,ausencia,FALSE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","1","1","0","1","0","1",TF,NA,SI
22083036.999999996274710,0.217759554860615,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.723529412000000,4.663261395000000,7.292167792000000,26.473406799999999,35.000000000000000,643.000000000000000,21.126760560000001,"0",21.126760560000001,"42.25352113","0","3","28.36666667",3.000000000000000,30.000000000000000,38.000000000000000,7600.000000000000000,-62.341425999999998,-25.117296000000000,-62.341666670000002,-25.117138890000000,"192",sin_pendiente,NA,II,2017.000000000000000,7.000000000000000,llano,ausencia,FALSE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","1","0","1",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.723529412000000,4.663261395000000,7.292167792000000,26.473406799999999,35.000000000000000,643.000000000000000,21.126760560000001,"0",21.126760560000001,"42.25352113","0","3","28.36666667",3.000000000000000,30.000000000000000,38.000000000000000,7600.000000000000000,-62.341425999999998,-25.117296000000000,-62.341666670000002,-25.117138890000000,"192",sin_pendiente,NA,II,2017.000000000000000,7.000000000000000,llano,ausencia,FALSE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","1","0","1",TF,NA,SI
22083039.000000000000000,0.221200087267706,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,7.753421053000000,6.657398678000000,14.458052589999999,78.891959330000006,38.000000000000000,760.899999999999977,14.084507040000000,"50.70422535",64.788732390000007,"0","0","12","38.2",1.000000000000000,10.000000000000000,55.000000000000000,11000.000000000000000,-62.340454000000001,-25.297827999999999,-62.340577779999997,-25.297877780000000,"201",sin_pendiente,NA,II,2017.000000000000000,7.000000000000000,llano,ausencia,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","1","0","1",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,7.753421053000000,6.657398678000000,14.458052589999999,78.891959330000006,38.000000000000000,760.899999999999977,14.084507040000000,"50.70422535",64.788732390000007,"0","0","12","38.2",1.000000000000000,10.000000000000000,55.000000000000000,11000.000000000000000,-62.340454000000001,-25.297827999999999,-62.340577779999997,-25.297877780000000,"201",sin_pendiente,NA,II,2017.000000000000000,7.000000000000000,llano,ausencia,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","1","0","1",TF,NA,SI
22083040.000000000000000,0.281226295423147,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.897674419000000,5.929374472000000,11.106032839999999,50.304743330000001,43.000000000000000,898.799999999999955,100.000000000000000,"5.633802817",100.000000000000000,"0","0","32.5","28.5",2.000000000000000,20.000000000000000,12.000000000000000,2400.000000000000000,-62.339964999999999,-25.388093000000001,-62.340000000000003,-25.388055560000002,"193",sin_pendiente,NA,II,2018.000000000000000,4.000000000000000,llano,presencia fuerte,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","0",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.897674419000000,5.929374472000000,11.106032839999999,50.304743330000001,43.000000000000000,898.799999999999955,100.000000000000000,"5.633802817",100.000000000000000,"0","0","32.5","28.5",2.000000000000000,20.000000000000000,12.000000000000000,2400.000000000000000,-62.339964999999999,-25.388093000000001,-62.340000000000003,-25.388055560000002,"193",sin_pendiente,NA,II,2018.000000000000000,4.000000000000000,llano,presencia fuerte,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","0",TF,NA,SI
22083041.000000000000000,0.227697738639680,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.806666667000000,5.918706115000000,12.560778660000000,36.249314099999999,30.000000000000000,387.899999999999977,73.239436620000006,"35.21126761",85.915492959999995,"61.97183099","100",NA,NA,0.000000000000000,0.000000000000000,18.000000000000000,3600.000000000000000,-62.339472999999998,-25.478356000000002,-62.339444440000001,-25.478361110000002,"199",sin_pendiente,NA,II,2018.000000000000000,4.000000000000000,llano,presencia fuerte,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","0",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.806666667000000,5.918706115000000,12.560778660000000,36.249314099999999,30.000000000000000,387.899999999999977,73.239436620000006,"35.21126761",85.915492959999995,"61.97183099","100",NA,NA,0.000000000000000,0.000000000000000,18.000000000000000,3600.000000000000000,-62.339472999999998,-25.478356000000002,-62.339444440000001,-25.478361110000002,"199",sin_pendiente,NA,II,2018.000000000000000,4.000000000000000,llano,presencia fuerte,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","0",TF,NA,SI
22083042.000000000000000,0.203021492049803,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,7.264285714000000,6.078908347000000,15.112255100000000,75.928350129999998,28.000000000000000,455.800000000000011,22.535211270000001,"69.01408451",91.549295770000001,"73.23943662","67.6056338",NA,NA,0.000000000000000,0.000000000000000,22.000000000000000,4400.000000000000000,-62.338977999999997,-25.568619000000002,-62.338972220000002,-25.568611109999999,"195",sin_pendiente,NA,II,2018.000000000000000,4.000000000000000,llano,presencia fuerte,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","0",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,7.264285714000000,6.078908347000000,15.112255100000000,75.928350129999998,28.000000000000000,455.800000000000011,22.535211270000001,"69.01408451",91.549295770000001,"73.23943662","67.6056338",NA,NA,0.000000000000000,0.000000000000000,22.000000000000000,4400.000000000000000,-62.338977999999997,-25.568619000000002,-62.338972220000002,-25.568611109999999,"195",sin_pendiente,NA,II,2018.000000000000000,4.000000000000000,llano,presencia fuerte,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","0",TF,NA,SI
22084029.000000000000000,0.227290966288571,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.233333333000000,4.583232358000000,8.384585088000000,42.657254960000003,33.000000000000000,710.899999999999977,100.000000000000000,"0",100.000000000000000,"0","100",NA,NA,0.000000000000000,0.000000000000000,10.000000000000000,2000.000000000000000,-62.246648000000000,-24.394663000000001,-62.246722220000002,-24.394666669999999,"188",sin_pendiente,NA,I,2018.000000000000000,7.000000000000000,llano,presencia,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","0","0","0",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.233333333000000,4.583232358000000,8.384585088000000,42.657254960000003,33.000000000000000,710.899999999999977,100.000000000000000,"0",100.000000000000000,"0","100",NA,NA,0.000000000000000,0.000000000000000,10.000000000000000,2000.000000000000000,-62.246648000000000,-24.394663000000001,-62.246722220000002,-24.394666669999999,"188",sin_pendiente,NA,I,2018.000000000000000,7.000000000000000,llano,presencia,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","0","0","0",TF,NA,SI
22084030.000000000000000,0.208375979111118,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.545945946000000,5.333979744000000,10.175477780000000,54.443453599999998,37.000000000000000,838.799999999999955,100.000000000000000,"78.87323944",100.000000000000000,"30.98591549","0",NA,NA,0.000000000000000,0.000000000000000,2.000000000000000,400.000000000000000,-62.246111999999997,-24.484936999999999,-62.246111110000001,-24.484944440000000,"184",sin_pendiente,NA,I,2018.000000000000000,6.000000000000000,llano,presencia fuerte,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","1",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,5.545945946000000,5.333979744000000,10.175477780000000,54.443453599999998,37.000000000000000,838.799999999999955,100.000000000000000,"78.87323944",100.000000000000000,"30.98591549","0",NA,NA,0.000000000000000,0.000000000000000,2.000000000000000,400.000000000000000,-62.246111999999997,-24.484936999999999,-62.246111110000001,-24.484944440000000,"184",sin_pendiente,NA,I,2018.000000000000000,6.000000000000000,llano,presencia fuerte,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","1",TF,NA,SI
22084031.000000000000000,0.224076365219302,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.834210526000000,7.017239037000000,15.720820000000000,75.594289050000000,38.000000000000000,643.700000000000045,92.957746479999997,"73.23943662",100.000000000000000,"9.85915493","63.38028169",NA,NA,0.000000000000000,0.000000000000000,1.000000000000000,200.000000000000000,-62.245572000000003,-24.575209000000001,-62.245555560000000,-24.575194440000001,"186",sin_pendiente,NA,II,2018.000000000000000,6.000000000000000,llano,presencia fuerte,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","1",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.834210526000000,7.017239037000000,15.720820000000000,75.594289050000000,38.000000000000000,643.700000000000045,92.957746479999997,"73.23943662",100.000000000000000,"9.85915493","63.38028169",NA,NA,0.000000000000000,0.000000000000000,1.000000000000000,200.000000000000000,-62.245572000000003,-24.575209000000001,-62.245555560000000,-24.575194440000001,"186",sin_pendiente,NA,II,2018.000000000000000,6.000000000000000,llano,presencia fuerte,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","1","1","0","0","0","0","1",TF,NA,SI
22084034.000000000000000,0.246295218058059,Responde,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.215151515000000,5.400918492000000,11.374817609999999,66.696227570000005,33.000000000000000,740.200000000000045,18.309859150000001,"64.78873239",74.647887319999995,"88.73239437","9.85915493",NA,NA,0.000000000000000,0.000000000000000,16.000000000000000,3200.000000000000000,-62.243938999999997,-24.846021000000000,-62.243972220000003,-24.846027780000000,"184",sin_pendiente,NA,II,2018.000000000000000,7.000000000000000,llano,presencia fuerte,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","0","0","1",TF,NA,SI,PCH,Chaco SemiÃ¡rido,22.000000000000000,6.215151515000000,5.400918492000000,11.374817609999999,66.696227570000005,33.000000000000000,740.200000000000045,18.309859150000001,"64.78873239",74.647887319999995,"88.73239437","9.85915493",NA,NA,0.000000000000000,0.000000000000000,16.000000000000000,3200.000000000000000,-62.243938999999997,-24.846021000000000,-62.243972220000003,-24.846027780000000,"184",sin_pendiente,NA,II,2018.000000000000000,7.000000000000000,llano,presencia fuerte,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,"0","0","0","0","0","0","0","1",TF,NA,SI
